id,Mã xã,Tên xã,Mã huyện
760,01720,Xã Chu Trinh,040
761,01290,Thị trấn Pác Miầu,042
762,01291,Xã Đức Hạnh,042
763,01294,Xã Lý Bôn,042
764,01296,Xã Nam Cao,042
765,01297,Xã Nam Quang,042
766,01303,Xã Quảng Lâm,042
767,01304,Xã Thạch Lâm,042
768,01309,Xã Vĩnh Phong,042
769,01312,Xã Mông Ân,042
770,01315,Xã Thái Học,042
771,01316,Xã Thái Sơn,042
772,01318,Xã Yên Thổ,042
773,01321,Thị trấn Bảo Lạc,043
774,01324,Xã Cốc Pàng,043
775,01327,Xã Thượng Hà,043
776,01330,Xã Cô Ba,043
777,01333,Xã Bảo Toàn,043
778,01336,Xã Khánh Xuân,043
779,01339,Xã Xuân Trường,043
780,01342,Xã Hồng Trị,043
781,01343,Xã Kim Cúc,043
782,01345,Xã Phan Thanh,043
783,01348,Xã Hồng An,043
784,01352,Xã Hưng Thịnh,043
785,01354,Xã Huy Giáp,043
786,01357,Xã Đình Phùng,043
787,01359,Xã Sơn Lập,043
788,01360,Xã Sơn Lộ,043
789,01363,Thị trấn Thông Nông,044
790,01366,Xã Cần Yên,044
791,01367,Xã Cần Nông,044
792,01369,Xã Vị Quang,044
793,01372,Xã Lương Thông,044
794,01375,Xã Đa Thông,044
795,01378,Xã Ngọc Động,044
796,01384,Xã Lương Can,044
797,01387,Xã Thanh Long,044
798,01390,Xã Bình Lãng,044
799,01392,Thị trấn Xuân Hòa,045
800,01393,Xã Lũng Nặm,045
801,01399,Xã Trường Hà,045
802,01402,Xã Vân An,045
803,01411,Xã Nội Thôn,045
804,01414,Xã Tổng Cọt,045
805,01417,Xã Sóc Hà,045
806,01420,Xã Thượng Thôn,045
807,01429,Xã Sỹ Hai,045
808,01432,Xã Quý Quân,045
809,01435,Xã Mã Ba,045
810,01438,Xã Phù Ngọc,045
811,01447,Thị trấn Hùng Quốc,046
812,01453,Xã Tri Phương,046
813,01456,Xã Quang Hán,046
814,01462,Xã Xuân Nội,046
815,01468,Xã Lưu Ngọc,046
816,01471,Xã Cao Chương,046
817,01474,Xã Quốc Toản,046
818,01477,Thị trấn Trùng Khánh,047
819,01480,Xã Ngọc Khê,047
820,01481,Xã Ngọc Côn,047
821,01483,Xã Phong Nậm,047
822,01486,Xã Ngọc Chung,047
823,01489,Xã Đình Phong,047
824,01495,Xã Đàm Thuỷ,047
825,01498,Xã Khâm Thành,047
826,01501,Xã Chí Viễn,047
827,01504,Xã Lăng Hiếu,047
828,01507,Xã Phong Châu,047
829,01516,Xã Trung Phúc,047
830,01519,Xã Cao Thăng,047
831,01522,Xã Đức Hồng,047
832,01525,Xã Thông Huề,047
833,01534,Xã Minh Long,048
834,01537,Xã Lý Quốc,048
835,01543,Xã Đồng Loan,048
836,01546,Xã Đức Quang,048
837,01549,Xã Kim Loan,048
838,01552,Xã Quang Long,048
839,01555,Xã An Lạc,048
840,01558,Thị trấn Thanh Nhật,048
841,01561,Xã Vinh Quý,048
842,01564,Xã Việt Chu,048
843,01567,Xã Cô Ngân,048
844,01570,Xã Thái Đức,048
845,01573,Xã Thị Hoa,048
846,01576,Thị trấn Quảng Uyên,049
847,01579,Xã Phi Hải,049
848,01582,Xã Quảng Hưng,049
849,01585,Xã Bình Lăng,049
850,01588,Xã Quốc Dân,049
851,01591,Xã Quốc Phong,049
852,01594,Xã Độc Lập,049
853,01597,Xã Cai Bộ,049
854,01600,Xã Đoài Khôn,049
855,01603,Xã Phúc Sen,049
856,01606,Xã Chí Thảo,049
857,01609,Xã Tự Do,049
858,01612,Xã Hồng Định,049
859,01621,Xã Hoàng Hải,049
860,01624,Xã Hạnh Phúc,049
861,01627,Thị trấn Tà Lùng,050
862,01630,Xã Triệu ẩu,050
863,01633,Xã Hồng Đại,050
864,01636,Xã Cách Linh,050
865,01639,Xã Đại Sơn,050
866,01642,Xã Lương Thiện,050
867,01645,Xã Tiên Thành,050
868,01648,Thị trấn Hòa Thuận,050
869,01654,Thị trấn Nước Hai,051
870,01657,Xã Dân Chủ,051
871,01660,Xã Nam Tuấn,051
872,01666,Xã Đại Tiến,051
873,01669,Xã Đức Long,051
874,01672,Xã Ngũ Lão,051
875,01675,Xã Trương Lương,051
876,01678,Xã Bình Long,051
877,01681,Xã Nguyễn Huệ,051
878,01684,Xã Công Trừng,051
879,01687,Xã Hồng Việt,051
880,01690,Xã Bế Triều,051
881,01696,Xã Hoàng Tung,051
882,01699,Xã Trưng Vương,051
883,01708,Xã Bạch Đằng,051
884,01711,Xã Bình Dương,051
885,01714,Xã Lê Chung,051
886,01717,Xã Hà Trì,051
887,01723,Xã Hồng Nam,051
888,01726,Thị trấn Nguyên Bình,052
889,01729,Thị trấn Tĩnh Túc,052
890,01732,Xã Yên Lạc,052
891,01735,Xã Triệu Nguyên,052
892,01738,Xã Ca Thành,052
893,01744,Xã Vũ Nông,052
894,01747,Xã Minh Tâm,052
895,01750,Xã Thể Dục,052
896,01753,Xã Bắc Hợp,052
897,01756,Xã Mai Long,052
898,01759,Xã Lang Môn,052
899,01762,Xã Minh Thanh,052
900,01765,Xã Hoa Thám,052
901,01771,Xã Quang Thành,052
902,01774,Xã Tam Kim,052
903,01777,Xã Thành Công,052
904,01780,Xã Thịnh Vượng,052
905,01786,Thị trấn Đông Khê,053
906,01789,Xã Canh Tân,053
907,01792,Xã Kim Đồng,053
908,01798,Xã Thị Ngân,053
909,01801,Xã Đức Thông,053
910,01804,Xã Thái Cường,053
911,01807,Xã Vân Trình,053
912,01810,Xã Thụy Hùng,053
913,01813,Xã Quang Trọng,053
914,01816,Xã Trọng Con,053
915,01819,Xã Lê Lai,053
916,01825,Xã Danh Sỹ,053
917,01834,Phường Nguyễn Thị Minh Khai,058
918,01837,Phường Sông Cầu,058
919,01840,Phường Đức Xuân,058
920,01843,Phường Phùng Chí Kiên,058
921,01846,Phường Huyền Tụng,058
922,01852,Xã Nông Thượng,058
923,01855,Phường Xuất Hóa,058
924,01858,Xã Bằng Thành,060
925,01861,Xã Nhạn Môn,060
926,01864,Xã Bộc Bố,060
927,01867,Xã Công Bằng,060
928,01870,Xã Giáo Hiệu,060
929,01873,Xã Xuân La,060
930,01876,Xã An Thắng,060
931,01879,Xã Cổ Linh,060
932,01882,Xã Nghiên Loan,060
933,01885,Xã Cao Tân,060
934,01888,Thị trấn Chợ Rã,061
935,01891,Xã Bành Trạch,061
936,01894,Xã Phúc Lộc,061
937,01897,Xã Hà Hiệu,061
938,01900,Xã Cao Thượng,061
939,01903,Xã Cao Trĩ,061
940,01906,Xã Khang Ninh,061
941,01909,Xã Nam Mẫu,061
942,01912,Xã Thượng Giáo,061
943,01915,Xã Địa Linh,061
944,01918,Xã Yến Dương,061
945,01921,Xã Chu Hương,061
946,01924,Xã Quảng Khê,061
947,01927,Xã Mỹ Phương,061
948,01930,Xã Hoàng Trĩ,061
949,01933,Xã Đồng Phúc,061
950,01936,Thị trấn Nà Phặc,062
951,01939,Xã Thượng Ân,062
952,01942,Xã Bằng Vân,062
953,01945,Xã Cốc Đán,062
954,01951,Xã Đức Vân,062
955,01954,Xã Vân Tùng,062
956,01957,Xã Thượng Quan,062
957,01960,Xã Lãng Ngâm,062
958,01963,Xã Thuần Mang,062
959,01966,Xã Hương Nê,062
960,01969,Thị trấn Phủ Thông,063
961,01972,Xã Phương Linh,063
962,01975,Xã Vi Hương,063
963,01978,Xã Sỹ Bình,063
964,01981,Xã Vũ Muộn,063
965,01984,Xã Đôn Phong,063
966,01987,Xã Tú Trĩ,063
967,01990,Xã Lục Bình,063
968,01996,Xã Quân Bình,063
969,01999,Xã Nguyên Phúc,063
970,02002,Xã Cao Sơn,063
971,02005,Xã Hà Vị,063
972,02008,Xã Cẩm Giàng,063
973,02011,Xã Mỹ Thanh,063
974,02014,Xã Dương Phong,063
975,02017,Xã Quang Thuận,063
976,02020,Thị trấn Bằng Lũng,064
977,02023,Xã Xuân Lạc,064
978,02026,Xã Nam Cường,064
979,02035,Xã Bản Thi,064
980,02038,Xã Quảng Bạch,064
981,02041,Xã Bằng Phúc,064
982,02044,Xã Yên Thịnh,064
983,02047,Xã Yên Thượng,064
984,02050,Xã Phương Viên,064
985,02053,Xã Ngọc Phái,064
986,02056,Xã Rã Bản,064
987,02059,Xã Đông Viên,064
988,02062,Xã Lương Bằng,064
989,02065,Xã Bằng Lãng,064
990,02068,Xã Đại Sảo,064
991,02071,Xã Nghĩa Tá,064
992,02074,Xã Phong Huân,064
993,02080,Xã Bình Trung,064
994,02083,Xã Yên Nhuận,064
995,02086,Thị trấn Chợ Mới,065
996,02089,Xã Tân Sơn,065
997,02092,Xã Thanh Vận,065
998,02095,Xã Mai Lạp,065
999,02098,Xã Hòa Mục,065
1000,02104,Xã Cao Kỳ,065
1001,02107,Xã Nông Hạ,065
1002,02110,Xã Yên Cư,065
1003,02113,Xã Nông Thịnh,065
1004,02116,Xã Yên Hân,065
1005,02122,Xã Như Cố,065
1006,02125,Xã Bình Văn,065
1007,02128,Xã Yên Đĩnh,065
1008,02131,Xã Quảng Chu,065
1009,02134,Thị trấn Yến Lạc,066
1010,02137,Xã Vũ Loan,066
1011,02140,Xã Lạng San,066
1012,02143,Xã Lương Thượng,066
1013,02146,Xã Kim Hỷ,066
1014,02149,Xã Văn Học,066
1015,02152,Xã Cường Lợi,066
1016,02155,Xã Lương Hạ,066
1017,02158,Xã Kim Lư,066
1018,02161,Xã Lương Thành,066
1019,02164,Xã Ân Tình,066
1020,02167,Xã Lam Sơn,066
1021,02170,Xã Văn Minh,066
1022,02173,Xã Côn Minh,066
1023,02176,Xã Cư Lễ,066
1024,02179,Xã Hữu Thác,066
1025,02182,Xã Hảo Nghĩa,066
1026,02185,Xã Quang Phong,066
1027,02188,Xã Dương Sơn,066
1028,02194,Xã Đổng Xá,066
1029,02197,Xã Liêm Thuỷ,066
1030,02200,Phường Phan Thiết,070
1031,02203,Phường Minh Xuân,070
1032,02206,Phường Tân Quang,070
1033,02209,Xã Tràng Đà,070
1034,02212,Phường Nông Tiến,070
1035,02215,Phường Ỷ La,070
1036,02216,Phường Tân Hà,070
1037,02218,Phường Hưng Thành,070
1038,02497,Xã Kim Phú,070
1039,02503,Xã An Khang,070
1040,02509,Phường Mỹ Lâm,070
1041,02512,Phường An Tường,070
1042,02515,Xã Lưỡng Vượng,070
1043,02521,Xã Thái Long,070
1044,02233,Xã Phúc Yên,071
1045,02242,Xã Xuân Lập,071
1046,02251,Xã Khuôn Hà,071
1047,02266,Xã Lăng Can,071
1048,02290,Xã Bình An,071
1049,02296,Xã Thổ Bình,071
1050,02221,Thị trấn Na Hang,072
1051,02227,Xã Sinh Long,072
1052,02230,Xã Thượng Giáp,072
1053,02239,Xã Thượng Nông,072
1054,02245,Xã Côn Lôn,072
1055,02248,Xã Yên Hoa,072
1056,02260,Xã Đà Vị,072
1057,02263,Xã Khâu Tinh,072
1058,02275,Xã Sơn Phú,072
1059,02281,Xã Năng Khả,072
1060,02284,Xã Thanh Tương,072
1061,02287,Thị trấn Vĩnh Lộc,073
1062,02299,Xã Phúc Sơn,073
1063,02305,Xã Trung Hà,073
1064,02308,Xã Tân Mỹ,073
1065,02311,Xã Hà Lang,073
1066,02314,Xã Hùng Mỹ,073
1067,02317,Xã Yên Lập,073
1068,02320,Xã Tân An,073
1069,02326,Xã Xuân Quang,073
1070,02329,Xã Ngọc Hội,073
1071,02332,Xã Phú Bình,073
1072,02338,Xã Phúc Thịnh,073
1073,02341,Xã Kiên Đài,073
1074,02344,Xã Tân Thịnh,073
1075,02350,Xã Kim Bình,073
1076,02353,Xã Hòa An,073
1077,02356,Xã Vinh Quang,073
1078,02359,Xã Tri Phú,073
1079,02362,Xã Nhân Lý,073
1080,02365,Xã Yên Nguyên,073
1081,02368,Xã Linh Phú,073
1082,02371,Xã Bình Nhân,073
1083,02374,Thị trấn Tân Yên,074
1084,02377,Xã Yên Thuận,074
1085,02380,Xã Bạch Xa,074
1086,02383,Xã Minh Khương,074
1087,02386,Xã Yên Lâm,074
1088,02389,Xã Minh Dân,074
1089,02395,Xã Minh Hương,074
1090,02398,Xã Yên Phú,074
1091,02404,Xã Bình Xa,074
1092,02410,Xã Nhân Mục,074
1093,02413,Xã Thành Long,074
1094,02416,Xã Bằng Cốc,074
1095,02422,Xã Đức Ninh,074
1096,02425,Xã Hùng Đức,074
1097,02431,Xã Quí Quân,075
1098,02434,Xã Lực Hành,075
1099,02437,Xã Kiến Thiết,075
1100,02440,Xã Trung Minh,075
1101,02443,Xã Chiêu Yên,075
1102,02446,Xã Trung Trực,075
1103,02449,Xã Xuân Vân,075
1104,02452,Xã Phúc Ninh,075
1105,02455,Xã Hùng Lợi,075
1106,02458,Xã Trung Sơn,075
1107,02464,Xã Tứ Quận,075
1108,02467,Xã Đạo Viện,075
1109,02470,Xã Tân Long,075
1110,02473,Xã Thắng Quân,075
1111,02479,Xã Lang Quán,075
1112,02482,Xã Phú Thịnh,075
1113,02485,Xã Công Đa,075
1114,02488,Xã Trung Môn,075
1115,02491,Xã Chân Sơn,075
1116,02494,Xã Thái Bình,075
1117,02500,Xã Tiến Bộ,075
1118,02506,Xã Mỹ Bằng,075
1119,02518,Xã Hoàng Khai,075
1120,02527,Xã Nhữ Hán,075
1121,02530,Xã Nhữ Khê,075
1122,02536,Thị trấn Sơn Dương,076
1123,02539,Xã Trung Yên,076
1124,02545,Xã Tân Trào,076
1125,02548,Xã Vĩnh Lợi,076
1126,02551,Xã Thượng Ấm,076
1127,02560,Xã Tú Thịnh,076
1128,02563,Xã Cấp Tiến,076
1129,02566,Xã Hợp Thành,076
1130,02569,Xã Phúc Ứng,076
1131,02572,Xã Đông Thọ,076
1132,02575,Xã Kháng Nhật,076
1133,02578,Xã Hợp Hòa,076
1134,02584,Xã Quyết Thắng,076
1135,02587,Xã Đồng Quý,076
1136,02590,Xã Tân Thanh,076
1137,02593,Xã Vân Sơn,076
1138,02599,Xã Chi Thiết,076
1139,02602,Xã Đông Lợi,076
1140,02605,Xã Thiện Kế,076
1141,02608,Xã Hồng Lạc,076
1142,02611,Xã Phú Lương,076
1143,02614,Xã Ninh Lai,076
1144,02617,Xã Đại Phú,076
1145,02620,Xã Sơn Nam,076
1146,02623,Xã Hào Phú,076
1147,02626,Xã Tam Đa,076
1148,02632,Xã Trường Sinh,076
1149,02635,Phường Duyên Hải,080
1150,02644,Phường Cốc Lếu,080
1151,02647,Phường Kim Tân,080
1152,02650,Phường Bắc Lệnh,080
1153,02653,Phường Pom Hán,080
1154,02656,Phường Xuân Tăng,080
1155,02658,Phường Bình Minh,080
1156,02662,Xã Đồng Tuyển,080
1157,02665,Xã Vạn Hòa,080
1158,02668,Phường Bắc Cường,080
1159,02671,Phường Nam Cường,080
1160,02674,Xã Cam Đường,080
1161,02677,Xã Tả Phời,080
1162,02746,Xã Cốc San,080
1163,02683,Thị trấn Bát Xát,082
1164,02686,Xã A Mú Sung,082
1165,02689,Xã Nậm Chạc,082
1166,02692,Xã A Lù,082
1167,02695,Xã Trịnh Tường,082
1168,02701,Xã Y Tý,082
1169,02704,Xã Cốc Mỳ,082
1170,02707,Xã Dền Sáng,082
1171,02710,Xã Bản Vược,082
1172,02713,Xã Sàng Ma Sáo,082
1173,02716,Xã Bản Qua,082
1174,02719,Xã Mường Vi,082
1175,02722,Xã Dền Thàng,082
1176,02725,Xã Bản Xèo,082
1177,02728,Xã Mường Hum,082
1178,02731,Xã Trung Lèng Hồ,082
1179,02734,Xã Quang Kim,082
1180,02737,Xã Pa Cheo,082
1181,02740,Xã Nậm Pung,082
1182,02743,Xã Phìn Ngan,082
1183,02749,Xã Tòng Sành,082
1184,02752,Xã Pha Long,083
1185,02755,Xã Tả Ngải Chồ,083
1186,02758,Xã Tung Chung Phố,083
1187,02761,Thị trấn Mường Khương,083
1188,02764,Xã Dìn Chin,083
1189,02767,Xã Tả Gia Khâu,083
1190,02770,Xã Nậm Chảy,083
1191,02773,Xã Nấm Lư,083
1192,02776,Xã Lùng Khấu Nhin,083
1193,02785,Xã Lùng Vai,083
1194,02788,Xã Bản Lầu,083
1195,02791,Xã La Pan Tẩn,083
1196,02794,Xã Tả Thàng,083
1197,02797,Xã Bản Sen,083
1198,02800,Xã Nàn Sán,084
1199,02803,Xã Thào Chư Phìn,084
1200,02806,Xã Bản Mế,084
1201,02809,Thị Trấn Si Ma Cai,084
1202,02812,Xã Sán Chải,084
1203,02818,Xã Lùng Thẩn,084
1204,02821,Xã Cán Cấu,084
1205,02824,Xã Sín Chéng,084
1206,02827,Xã Quan Hồ Thẩn,084
1207,02836,Xã Nàn Xín,084
1208,02839,Thị trấn Bắc Hà,085
1209,02842,Xã Lùng Cải,085
1210,02848,Xã Lùng Phình,085
1211,02851,Xã Tả Van Chư,085
1212,02854,Xã Tả Củ Tỷ,085
1213,02857,Xã Thải Giàng Phố,085
1214,02863,Xã Hoàng Thu Phố,085
1215,02866,Xã Bản Phố,085
1216,02869,Xã Bản Liền,085
1217,02872,Xã Tà Chải,085
1218,02875,Xã Na Hối,085
1219,02878,Xã Cốc Ly,085
1220,02881,Xã Nậm Mòn,085
1221,02884,Xã Nậm Đét,085
1222,02887,Xã Nậm Khánh,085
1223,02890,Xã Bảo Nhai,085
1224,02893,Xã Nậm Lúc,085
1225,02896,Xã Cốc Lầu,085
1226,02899,Xã Bản Cái,085
1227,02902,Thị trấn N.T Phong Hải,086
1228,02905,Thị trấn Phố Lu,086
1229,02908,Thị trấn Tằng Loỏng,086
1230,02911,Xã Bản Phiệt,086
1231,02914,Xã Bản Cầm,086
1232,02917,Xã Thái Niên,086
1233,02920,Xã Phong Niên,086
1234,02923,Xã Gia Phú,086
1235,02929,Xã Sơn Hải,086
1236,02932,Xã Xuân Giao,086
1237,02935,Xã Trì Quang,086
1238,02944,Xã Phú Nhuận,086
1239,02947,Thị trấn Phố Ràng,087
1240,02953,Xã Nghĩa Đô,087
1241,02956,Xã Vĩnh Yên,087
1242,02959,Xã Điện Quan,087
1243,02962,Xã Xuân Hòa,087
1244,02965,Xã Tân Dương,087
1245,02974,Xã Cam Cọn,087
1246,02980,Xã Xuân Thượng,087
1247,02983,Xã Việt Tiến,087
1248,02989,Xã Bảo Hà,087
1249,02992,Xã Lương Sơn,087
1250,02998,Xã Phúc Khánh,087
1251,03001,Phường Sa Pa,088
1252,03002,Phường Cầu Mây,088
1253,03003,Phường Hàm Rồng,088
1254,03004,Xã Ngũ Chỉ Sơn,088
1255,03006,Phường Phan Si Păng,088
1256,03010,Xã Trung Chải,088
1257,03016,Phường Sa Pả,088
1258,03019,Phường Ô Quý Hồ,088
1259,03028,Xã Hoàng Liên,088
1260,03034,Xã Mường Bo,088
1261,03037,Xã Mường Hoa,088
1262,03040,Xã Tả Van,088
1263,03046,Xã Bản Hồ,088
1264,03052,Xã Liên Minh,088
1265,03055,Thị trấn Khánh Yên,089
1266,03061,Xã Võ Lao,089
1267,03064,Xã Sơn Thuỷ,089
1268,03067,Xã Nậm Mả,089
1269,03070,Xã Tân Thượng,089
1270,03073,Xã Nậm Rạng,089
1271,03076,Xã Nậm Chầy,089
1272,03082,Xã Khánh Yên Thượng,089
1273,03085,Xã Nậm Xé,089
1274,03088,Xã Dần Thàng,089
1275,03091,Xã Chiềng Ken,089
1276,03094,Xã Làng Giàng,089
1277,03097,Xã Hòa Mạc,089
1278,03100,Xã Khánh Yên Trung,089
1279,03103,Xã Khánh Yên Hạ,089
1280,03106,Xã Dương Quỳ,089
1281,03109,Xã Nậm Tha,089
1282,03112,Xã Minh Lương,089
1283,03115,Xã Thẩm Dương,089
1284,03118,Xã Liêm Phú,089
1285,03121,Xã Nậm Xây,089
1286,03124,Phường Noong Bua,094
1287,03127,Phường Him Lam,094
1288,03130,Phường Thanh Bình,094
1289,03133,Phường Tân Thanh,094
1290,03136,Phường Mường Thanh,094
1291,03139,Phường Nam Thanh,094
1292,03142,Phường Thanh Trường,094
1293,03145,Xã Thanh Minh,094
1294,03316,Xã Nà Tấu,094
1295,03317,Xã Nà Nhạn,094
1296,03325,Xã Mường Phăng,094
1297,03326,Xã Pá Khoang,094
1298,03148,Phường Sông Đà,095
1299,03151,Phường Na Lay,095
1300,03184,Xã Lay Nưa,095
1301,03154,Xã Sín Thầu,096
1302,03155,Xã Sen Thượng,096
1303,03157,Xã Chung Chải,096
1304,03158,Xã Leng Su Sìn,096
1305,03159,Xã Pá Mỳ,096
1306,03160,Xã Mường Nhé,096
1307,03161,Xã Nậm Vì,096
1308,03162,Xã Nậm Kè,096
1309,03163,Xã Mường Toong,096
1310,03177,Xã Huổi Lếch,096
1311,03172,Thị Trấn Mường Chà,097
1312,03178,Xã Xá Tổng,097
1313,03181,Xã Mường Tùng,097
1314,03190,Xã Hừa Ngài,097
1315,03191,Xã Huổi Mí,097
1316,03193,Xã Pa Ham,097
1317,03194,Xã Nậm Nèn,097
1318,03196,Xã Huổi Lèng,097
1319,03197,Xã Sa Lông,097
1320,03200,Xã Ma Thì Hồ,097
1321,03201,Xã Na Sang,097
1322,03202,Xã Mường Mươn,097
1323,03217,Thị trấn Tủa Chùa,098
1324,03220,Xã Huổi Só,098
1325,03223,Xã Sín Chải,098
1326,03226,Xã Tả Sìn Thàng,098
1327,03229,Xã Lao Xả Phình,098
1328,03235,Xã Tủa Thàng,098
1329,03238,Xã Trung Thu,098
1330,03241,Xã Sính Phình,098
1331,03244,Xã Xá Nhè,098
1332,03247,Xã Mường Đun,098
1333,03250,Xã Mường Báng,098
1334,03253,Thị trấn Tuần Giáo,099
1335,03259,Xã Phình Sáng,099
1336,03260,Xã Rạng Đông,099
1337,03262,Xã Mùn Chung,099
1338,03263,Xã Nà Tòng,099
1339,03265,Xã Ta Ma,099
1340,03268,Xã Mường Mùn,099
1341,03269,Xã Pú Xi,099
1342,03271,Xã Pú Nhung,099
1343,03274,Xã Quài Nưa,099
1344,03277,Xã Mường Thín,099
1345,03280,Xã Tỏa Tình,099
1346,03283,Xã Nà Sáy,099
1347,03284,Xã Mường Khong,099
1348,03289,Xã Quài Cang,099
1349,03295,Xã Quài Tở,099
1350,03298,Xã Chiềng Sinh,099
1351,03299,Xã Chiềng Đông,099
1352,03304,Xã Tênh Phông,099
1353,03319,Xã Mường Pồn,100
1354,03322,Xã Thanh Nưa,100
1355,03323,Xã Hua Thanh,100
1356,03328,Xã Thanh Luông,100
1357,03331,Xã Thanh Hưng,100
1358,03334,Xã Thanh Xương,100
1359,03337,Xã Thanh Chăn,100
1360,03340,Xã Pa Thơm,100
1361,03343,Xã Thanh An,100
1362,03346,Xã Thanh Yên,100
1363,03349,Xã Noong Luống,100
1364,03352,Xã Noọng Hẹt,100
1365,03355,Xã Sam Mứn,100
1366,03356,Xã Pom Lót,100
1367,03358,Xã Núa Ngam,100
1368,03359,Xã Hẹ Muông,100
1369,03361,Xã Na Ư,100
1370,03364,Xã Mường Nhà,100
1371,03365,Xã Na Tông,100
1372,03367,Xã Mường Lói,100
1373,03368,Xã Phu Luông,100
1374,03203,Thị trấn Điện Biên Đông,101
1375,03205,Xã Na Son,101
1376,03208,Xã Phì Nhừ,101
1377,03211,Xã Chiềng Sơ,101
1378,03214,Xã Mường Luân,101
1379,03370,Xã Pu Nhi,101
1380,03371,Xã Nong U,101
1381,03373,Xã Xa Dung,101
1382,03376,Xã Keo Lôm,101
1383,03379,Xã Luân Giói,101
1384,03382,Xã Phình Giàng,101
1385,03383,Xã Pú Hồng,101
1386,03384,Xã Tìa Dình,101
1387,03385,Xã Háng Lìa,101
1388,03256,Thị trấn Mường Ảng,102
1389,03286,Xã Mường Đăng,102
1390,03287,Xã Ngối Cáy,102
1391,03292,Xã Ẳng Tở,102
1392,03301,Xã Búng Lao,102
1393,03302,Xã Xuân Lao,102
1394,03307,Xã Ẳng Nưa,102
1395,03310,Xã Ẳng Cang,102
1396,03312,Xã Nặm Lịch,102
1397,03313,Xã Mường Lạn,102
1398,03156,Xã Nậm Tin,103
1399,03165,Xã Pa Tần,103
1400,03166,Xã Chà Cang,103
1401,03167,Xã Na Cô Sa,103
1402,03168,Xã Nà Khoa,103
1403,03169,Xã Nà Hỳ,103
1404,03170,Xã Nà Bủng,103
1405,03171,Xã Nậm Nhừ,103
1406,03173,Xã Nậm Chua,103
1407,03174,Xã Nậm Khăn,103
1408,03175,Xã Chà Tở,103
1409,03176,Xã Vàng Đán,103
1410,03187,Xã Chà Nưa,103
1411,03198,Xã Phìn Hồ,103
1412,03199,Xã Si Pa Phìn,103
1413,03386,Phường Quyết Thắng,105
1414,03387,Phường Tân Phong,105
1415,03388,Phường Quyết Tiến,105
1416,03389,Phường Đoàn Kết,105
1417,03403,Xã Nậm Loỏng,105
1418,03408,Phường Đông Phong,105
